feature_x,feature_y,Z
-5.0,-5.0,50.0
-4.884057971014493,-5.0,48.85402226423021
-4.768115942028985,-5.0,47.73492963663096
-4.6521739130434785,-5.0,46.64272211720227
-4.536231884057971,-5.0,45.57739970594413
-4.420289855072464,-5.0,44.53896240285654
-4.304347826086957,-5.0,43.52741020793951
-4.188405797101449,-5.0,42.54274312119303
-4.072463768115942,-5.0,41.584961142617104
-3.9565217391304346,-5.0,40.65406427221172
-3.8405797101449277,-5.0,39.750052509976896
-3.72463768115942,-5.0,38.87292585591262
-3.608695652173913,-5.0,38.0226843100189
-3.4927536231884058,-5.0,37.19932787229574
-3.3768115942028984,-5.0,36.40285654274312
-3.2608695652173916,-5.0,35.63327032136106
-3.144927536231884,-5.0,34.89056920814954
-3.028985507246377,-5.0,34.174753203108594
-2.9130434782608696,-5.0,33.485822306238184
-2.7971014492753623,-5.0,32.823776517538334
-2.681159420289855,-5.0,32.18861583700903
-2.5652173913043477,-5.0,31.58034026465028
-2.4492753623188404,-5.0,30.998949800462086
-2.3333333333333335,-5.0,30.444444444444446
-2.217391304347826,-5.0,29.916824196597354
-2.101449275362319,-5.0,29.416089056920814
-1.9855072463768115,-5.0,28.94223902541483
-1.8695652173913042,-5.0,28.495274102079396
-1.753623188405797,-5.0,28.075194286914513
-1.63768115942029,-5.0,27.681999579920184
-1.5217391304347827,-5.0,27.31568998109641
-1.4057971014492754,-5.0,26.976265490443183
-1.289855072463768,-5.0,26.663726107960514
-1.1739130434782608,-5.0,26.37807183364839
-1.0579710144927534,-5.0,26.119302667506826
-0.9420289855072461,-5.0,25.88741860953581
-0.8260869565217392,-5.0,25.68241965973535
-0.7101449275362315,-5.0,25.50430581810544
-0.5942028985507246,-5.0,25.35307708464608
-0.47826086956521774,-5.0,25.22873345935728
-0.36231884057971,-5.0,25.131274942239024
-0.2463768115942031,-5.0,25.060701533291326
-0.13043478260869534,-5.0,25.017013232514177
-0.01449275362318847,-5.0,25.000210039907582
0.10144927536231929,-5.0,25.01029195547154
0.21739130434782616,-5.0,25.04725897920605
0.33333333333333304,-5.0,25.11111111111111
0.4492753623188408,-5.0,25.201848351186726
0.5652173913043477,-5.0,25.31947069943289
0.6811594202898554,-5.0,25.463978155849613
0.7971014492753623,-5.0,25.63537072043688
0.9130434782608701,-5.0,25.833648393194707
1.028985507246377,-5.0,26.058811174123083
1.1449275362318838,-5.0,26.31085906322201
1.2608695652173916,-5.0,26.589792060491494
1.3768115942028984,-5.0,26.895610165931526
1.4927536231884062,-5.0,27.228313379542115
1.608695652173913,-5.0,27.58790170132325
1.72463768115942,-5.0,27.97437513127494
1.8405797101449277,-5.0,28.387733669397186
1.9565217391304346,-5.0,28.82797731568998
2.0724637681159424,-5.0,29.29510607015333
2.1884057971014492,-5.0,29.78911993278723
2.304347826086957,-5.0,30.310018903591683
2.420289855072464,-5.0,30.85780298256669
2.5362318840579707,-5.0,31.432472169712245
2.6521739130434785,-5.0,32.034026465028354
2.7681159420289854,-5.0,32.662465868515014
2.884057971014493,-5.0,33.317790380172234
3.0,-5.0,34.0
-5.0,-4.884057971014493,48.85402226423021
-4.884057971014493,-4.884057971014493,47.70804452846041
-4.768115942028985,-4.884057971014493,46.58895190086116
-4.6521739130434785,-4.884057971014493,45.49674438143248
-4.536231884057971,-4.884057971014493,44.431421970174334
-4.420289855072464,-4.884057971014493,43.39298466708675
-4.304347826086957,-4.884057971014493,42.38143247216972
-4.188405797101449,-4.884057971014493,41.39676538542324
-4.072463768115942,-4.884057971014493,40.438983406847306
-3.9565217391304346,-4.884057971014493,39.50808653644192
-3.8405797101449277,-4.884057971014493,38.604074774207106
-3.72463768115942,-4.884057971014493,37.72694812014283
-3.608695652173913,-4.884057971014493,36.87670657424911
-3.4927536231884058,-4.884057971014493,36.05335013652594
-3.3768115942028984,-4.884057971014493,35.256878806973326
-3.2608695652173916,-4.884057971014493,34.48729258559126
-3.144927536231884,-4.884057971014493,33.74459147237975
-3.028985507246377,-4.884057971014493,33.0287754673388
-2.9130434782608696,-4.884057971014493,32.339844570468394
-2.7971014492753623,-4.884057971014493,31.677798781768537
-2.681159420289855,-4.884057971014493,31.042638101239238
-2.5652173913043477,-4.884057971014493,30.434362528880488
-2.4492753623188404,-4.884057971014493,29.852972064692292
-2.3333333333333335,-4.884057971014493,29.298466708674653
-2.217391304347826,-4.884057971014493,28.77084646082756
-2.101449275362319,-4.884057971014493,28.27011132115102
-1.9855072463768115,-4.884057971014493,27.796261289645035
-1.8695652173913042,-4.884057971014493,27.349296366309602
-1.753623188405797,-4.884057971014493,26.92921655114472
-1.63768115942029,-4.884057971014493,26.53602184415039
-1.5217391304347827,-4.884057971014493,26.169712245326615
-1.4057971014492754,-4.884057971014493,25.83028775467339
-1.289855072463768,-4.884057971014493,25.51774837219072
-1.1739130434782608,-4.884057971014493,25.232094097878598
-1.0579710144927534,-4.884057971014493,24.973324931737032
-0.9420289855072461,-4.884057971014493,24.741440873766017
-0.8260869565217392,-4.884057971014493,24.536441923965555
-0.7101449275362315,-4.884057971014493,24.358328082335646
-0.5942028985507246,-4.884057971014493,24.207099348876287
-0.47826086956521774,-4.884057971014493,24.082755723587486
-0.36231884057971,-4.884057971014493,23.98529720646923
-0.2463768115942031,-4.884057971014493,23.914723797521532
-0.13043478260869534,-4.884057971014493,23.871035496744383
-0.01449275362318847,-4.884057971014493,23.85423230413779
0.10144927536231929,-4.884057971014493,23.864314219701747
0.21739130434782616,-4.884057971014493,23.901281243436255
0.33333333333333304,-4.884057971014493,23.965133375341317
0.4492753623188408,-4.884057971014493,24.055870615416932
