x,y,z
0.5488135039273248,2.1840706277406,0.1965823616800535
0.7151893663724195,2.356162230704195,0.3687251706609641
0.6027633760716439,2.4325022145420485,0.8209932298479351
0.5448831829968969,1.944329798533917,0.09710127579306127
0.4236547993389047,1.851885450407954,0.8379449074988039
0.6458941130666561,2.273069841130729,0.09609840789396307
0.4375872112626925,2.0284523439612308,0.9764594650133958
0.8917730007820798,2.9304818785541884,0.4686512016477016
0.9636627605010293,2.94282026357175,0.9767610881903371
0.3834415188257777,1.8046992896117728,0.604845519745046
0.7917250380826646,2.4946715014023177,0.7392635793983017
0.5288949197529045,1.8597101926834163,0.039187792254320675
0.5680445610939323,2.1012979072552493,0.2828069625764096
0.925596638292661,2.86682817349572,0.1201965612131689
0.07103605819788694,1.265101184468546,0.29614019752214493
0.08712929970154071,1.2944965842815226,0.11872771895424405
0.02021839744032572,1.0017041131398563,0.317983179393976
0.832619845547938,2.6350094160383426,0.41426299451466997
0.7781567509498505,2.4514582053929916,0.06414749634878436
0.8700121482468192,2.598022502775741,0.6924721193700198
0.978618342232764,2.7866096654030263,0.5666014542065752
0.7991585642167236,2.793394667956626,0.2653894909394454
0.46147936225293185,1.8719935063306983,0.5232480534666997
0.7805291762864555,2.5172509224117925,0.09394051075844168
0.11827442586893322,1.111269315732874,0.5759464955561793
0.6399210213275238,2.3575910782382388,0.9292961975762141
0.1433532874090464,1.1253167900622976,0.31856895245132366
0.9446689170495839,2.868063806077771,0.6674103799636817
0.5218483217500717,1.954149987380776,0.13179786240439217
0.4146619399905236,1.8680141297669735,0.7163272041185655
